date,zone,station_id,datatype,value
2024-10-31,HOUSTON,GHCND:USW00012960,TAVG,79.0
2024-11-01,HOUSTON,GHCND:USW00012960,TAVG,76.0
2024-11-02,HOUSTON,GHCND:USW00012960,TAVG,75.0
2024-11-03,HOUSTON,GHCND:USW00012960,TAVG,78.0
2024-11-04,HOUSTON,GHCND:USW00012960,TAVG,80.0
2024-11-05,HOUSTON,GHCND:USW00012960,TAVG,77.0
2024-11-06,HOUSTON,GHCND:USW00012960,TAVG,73.0
2024-11-07,HOUSTON,GHCND:USW00012960,TAVG,79.0
2024-11-08,HOUSTON,GHCND:USW00012960,TAVG,79.0
2024-11-09,HOUSTON,GHCND:USW00012960,TAVG,74.0
2024-11-10,HOUSTON,GHCND:USW00012960,TAVG,74.0
2024-11-11,HOUSTON,GHCND:USW00012960,TAVG,72.0
2024-11-12,HOUSTON,GHCND:USW00012960,TAVG,69.0
2024-11-13,HOUSTON,GHCND:USW00012960,TAVG,68.0
2024-11-14,HOUSTON,GHCND:USW00012960,TAVG,68.0
2024-11-15,HOUSTON,GHCND:USW00012960,TAVG,60.0
2024-11-16,HOUSTON,GHCND:USW00012960,TAVG,63.0
2024-11-17,HOUSTON,GHCND:USW00012960,TAVG,75.0
2024-11-18,HOUSTON,GHCND:USW00012960,TAVG,77.0
2024-11-19,HOUSTON,GHCND:USW00012960,TAVG,67.0
2024-11-20,HOUSTON,GHCND:USW00012960,TAVG,63.0
2024-11-21,HOUSTON,GHCND:USW00012960,TAVG,58.0
2024-11-22,HOUSTON,GHCND:USW00012960,TAVG,58.0
2024-11-23,HOUSTON,GHCND:USW00012960,TAVG,59.0
2024-11-24,HOUSTON,GHCND:USW00012960,TAVG,67.0
2024-11-25,HOUSTON,GHCND:USW00012960,TAVG,74.0
2024-11-26,HOUSTON,GHCND:USW00012960,TAVG,59.0
2024-11-27,HOUSTON,GHCND:USW00012960,TAVG,66.0
2024-11-28,HOUSTON,GHCND:USW00012960,TAVG,67.0
2024-11-29,HOUSTON,GHCND:USW00012960,TAVG,53.0
2024-11-30,HOUSTON,GHCND:USW00012960,TAVG,50.0
2024-12-01,HOUSTON,GHCND:USW00012960,TAVG,59.0
2024-12-02,HOUSTON,GHCND:USW00012960,TAVG,55.0
2024-12-03,HOUSTON,GHCND:USW00012960,TAVG,55.0
2024-12-04,HOUSTON,GHCND:USW00012960,TAVG,62.0
2024-12-05,HOUSTON,GHCND:USW00012960,TAVG,64.0
2024-12-06,HOUSTON,GHCND:USW00012960,TAVG,53.0
2024-12-07,HOUSTON,GHCND:USW00012960,TAVG,48.0
2024-12-08,HOUSTON,GHCND:USW00012960,TAVG,55.0
2024-12-09,HOUSTON,GHCND:USW00012960,TAVG,64.0
2024-12-10,HOUSTON,GHCND:USW00012960,TAVG,63.0
2024-12-11,HOUSTON,GHCND:USW00012960,TAVG,51.0
2024-12-12,HOUSTON,GHCND:USW00012960,TAVG,48.0
2024-12-13,HOUSTON,GHCND:USW00012960,TAVG,59.0
2024-12-14,HOUSTON,GHCND:USW00012960,TAVG,67.0
2024-12-15,HOUSTON,GHCND:USW00012960,TAVG,72.0
2024-12-16,HOUSTON,GHCND:USW00012960,TAVG,72.0
2024-12-17,HOUSTON,GHCND:USW00012960,TAVG,71.0
2024-12-18,HOUSTON,GHCND:USW00012960,TAVG,68.0
2024-12-19,HOUSTON,GHCND:USW00012960,TAVG,55.0
2024-12-20,HOUSTON,GHCND:USW00012960,TAVG,57.0
2024-12-21,HOUSTON,GHCND:USW00012960,TAVG,51.0
2024-12-22,HOUSTON,GHCND:USW00012960,TAVG,49.0
2024-12-23,HOUSTON,GHCND:USW00012960,TAVG,58.0
2024-12-24,HOUSTON,GHCND:USW00012960,TAVG,67.0
2024-12-25,HOUSTON,GHCND:USW00012960,TAVG,64.0
2024-12-26,HOUSTON,GHCND:USW00012960,TAVG,67.0
2024-12-27,HOUSTON,GHCND:USW00012960,TAVG,65.0
2024-12-28,HOUSTON,GHCND:USW00012960,TAVG,72.0
2024-12-29,HOUSTON,GHCND:USW00012960,TAVG,57.0
2024-12-30,HOUSTON,GHCND:USW00012960,TAVG,64.0
2024-12-31,HOUSTON,GHCND:USW00012960,TAVG,67.0
2024-01-01,NORTH,GHCND:USW00003927,TMIN,33.0
2024-01-02,NORTH,GHCND:USW00003927,TMIN,33.0
2024-01-03,NORTH,GHCND:USW00003927,TMIN,41.0
2024-01-04,NORTH,GHCND:USW00003927,TMIN,36.0
2024-01-05,NORTH,GHCND:USW00003927,TMIN,45.0
2024-01-06,NORTH,GHCND:USW00003927,TMIN,40.0
2024-01-07,NORTH,GHCND:USW00003927,TMIN,32.0
2024-01-08,NORTH,GHCND:USW00003927,TMIN,39.0
2024-01-09,NORTH,GHCND:USW00003927,TMIN,34.0
2024-01-10,NORTH,GHCND:USW00003927,TMIN,32.0
2024-01-11,NORTH,GHCND:USW00003927,TMIN,38.0
2024-01-12,NORTH,GHCND:USW00003927,TMIN,29.0
2024-01-13,NORTH,GHCND:USW00003927,TMIN,22.0
2024-01-14,NORTH,GHCND:USW00003927,TMIN,13.0
2024-01-15,NORTH,GHCND:USW00003927,TMIN,11.0
2024-01-16,NORTH,GHCND:USW00003927,TMIN,12.0
2024-01-17,NORTH,GHCND:USW00003927,TMIN,16.0
2024-01-18,NORTH,GHCND:USW00003927,TMIN,38.0
2024-01-19,NORTH,GHCND:USW00003927,TMIN,24.0
2024-01-20,NORTH,GHCND:USW00003927,TMIN,19.0
2024-01-21,NORTH,GHCND:USW00003927,TMIN,32.0
2024-01-22,NORTH,GHCND:USW00003927,TMIN,32.0
2024-01-23,NORTH,GHCND:USW00003927,TMIN,39.0
2024-01-24,NORTH,GHCND:USW00003927,TMIN,45.0
2024-01-25,NORTH,GHCND:USW00003927,TMIN,46.0
2024-01-26,NORTH,GHCND:USW00003927,TMIN,49.0
2024-01-27,NORTH,GHCND:USW00003927,TMIN,37.0
2024-01-28,NORTH,GHCND:USW00003927,TMIN,33.0
2024-01-29,NORTH,GHCND:USW00003927,TMIN,40.0
2024-01-30,NORTH,GHCND:USW00003927,TMIN,44.0
2024-01-31,NORTH,GHCND:USW00003927,TMIN,43.0
2024-02-01,NORTH,GHCND:USW00003927,TMIN,47.0
2024-02-02,NORTH,GHCND:USW00003927,TMIN,53.0
2024-02-03,NORTH,GHCND:USW00003927,TMIN,51.0
2024-02-04,NORTH,GHCND:USW00003927,TMIN,50.0
2024-02-05,NORTH,GHCND:USW00003927,TMIN,47.0
2024-02-06,NORTH,GHCND:USW00003927,TMIN,40.0
2024-02-07,NORTH,GHCND:USW00003927,TMIN,47.0
2024-02-08,NORTH,GHCND:USW00003927,TMIN,54.0
2024-02-09,NORTH,GHCND:USW00003927,TMIN,51.0
2024-02-10,NORTH,GHCND:USW00003927,TMIN,52.0
2024-02-11,NORTH,GHCND:USW00003927,TMIN,39.0
2024-02-12,NORTH,GHCND:USW00003927,TMIN,39.0
2024-02-13,NORTH,GHCND:USW00003927,TMIN,33.0
2024-02-14,NORTH,GHCND:USW00003927,TMIN,42.0
2024-02-15,NORTH,GHCND:USW00003927,TMIN,49.0
2024-02-16,NORTH,GHCND:USW00003927,TMIN,41.0
2024-02-17,NORTH,GHCND:USW00003927,TMIN,34.0
2024-02-18,NORTH,GHCND:USW00003927,TMIN,28.0
2024-02-19,NORTH,GHCND:USW00003927,TMIN,35.0
2024-02-20,NORTH,GHCND:USW00003927,TMIN,42.0
2024-02-21,NORTH,GHCND:USW00003927,TMIN,56.0
2024-02-22,NORTH,GHCND:USW00003927,TMIN,61.0
2024-02-23,NORTH,GHCND:USW00003927,TMIN,51.0
2024-02-24,NORTH,GHCND:USW00003927,TMIN,46.0
2024-02-25,NORTH,GHCND:USW00003927,TMIN,55.0
2024-02-26,NORTH,GHCND:USW00003927,TMIN,58.0
2024-02-27,NORTH,GHCND:USW00003927,TMIN,66.0
2024-02-28,NORTH,GHCND:USW00003927,TMIN,39.0
2024-02-29,NORTH,GHCND:USW00003927,TMIN,40.0
2024-03-01,NORTH,GHCND:USW00003927,TMIN,39.0
2024-03-02,NORTH,GHCND:USW00003927,TMIN,51.0
2024-03-03,NORTH,GHCND:USW00003927,TMIN,62.0
2024-03-04,NORTH,GHCND:USW00003927,TMIN,67.0
2024-03-05,NORTH,GHCND:USW00003927,TMIN,57.0
2024-03-06,NORTH,GHCND:USW00003927,TMIN,52.0
2024-03-07,NORTH,GHCND:USW00003927,TMIN,58.0
2024-03-08,NORTH,GHCND:USW00003927,TMIN,43.0
2024-03-09,NORTH,GHCND:USW00003927,TMIN,43.0
2024-03-10,NORTH,GHCND:USW00003927,TMIN,40.0
2024-03-11,NORTH,GHCND:USW00003927,TMIN,48.0
2024-03-12,NORTH,GHCND:USW00003927,TMIN,54.0
2024-03-13,NORTH,GHCND:USW00003927,TMIN,63.0
2024-03-14,NORTH,GHCND:USW00003927,TMIN,69.0
2024-03-15,NORTH,GHCND:USW00003927,TMIN,55.0
2024-03-16,NORTH,GHCND:USW00003927,TMIN,56.0
2024-03-17,NORTH,GHCND:USW00003927,TMIN,53.0
2024-03-18,NORTH,GHCND:USW00003927,TMIN,46.0
2024-03-19,NORTH,GHCND:USW00003927,TMIN,40.0
2024-03-20,NORTH,GHCND:USW00003927,TMIN,49.0
2024-03-21,NORTH,GHCND:USW00003927,TMIN,54.0
2024-03-22,NORTH,GHCND:USW00003927,TMIN,55.0
2024-03-23,NORTH,GHCND:USW00003927,TMIN,48.0
2024-03-24,NORTH,GHCND:USW00003927,TMIN,57.0
2024-03-25,NORTH,GHCND:USW00003927,TMIN,45.0
2024-03-26,NORTH,GHCND:USW00003927,TMIN,39.0
2024-03-27,NORTH,GHCND:USW00003927,TMIN,42.0
2024-03-28,NORTH,GHCND:USW00003927,TMIN,42.0
2024-03-29,NORTH,GHCND:USW00003927,TMIN,59.0
2024-03-30,NORTH,GHCND:USW00003927,TMIN,63.0
2024-03-31,NORTH,GHCND:USW00003927,TMIN,66.0
2024-04-01,NORTH,GHCND:USW00003927,TMIN,67.0
2024-04-02,NORTH,GHCND:USW00003927,TMIN,53.0
2024-04-03,NORTH,GHCND:USW00003927,TMIN,50.0
2024-04-04,NORTH,GHCND:USW00003927,TMIN,48.0
2024-04-05,NORTH,GHCND:USW00003927,TMIN,56.0
2024-04-06,NORTH,GHCND:USW00003927,TMIN,62.0
2024-04-07,NORTH,GHCND:USW00003927,TMIN,59.0
2024-04-08,NORTH,GHCND:USW00003927,TMIN,53.0
2024-04-09,NORTH,GHCND:USW00003927,TMIN,61.0
2024-04-10,NORTH,GHCND:USW00003927,TMIN,52.0
2024-04-11,NORTH,GHCND:USW00003927,TMIN,49.0
2024-04-12,NORTH,GHCND:USW00003927,TMIN,49.0
2024-04-13,NORTH,GHCND:USW00003927,TMIN,61.0
2024-04-14,NORTH,GHCND:USW00003927,TMIN,64.0
2024-04-15,NORTH,GHCND:USW00003927,TMIN,69.0
2024-04-16,NORTH,GHCND:USW00003927,TMIN,69.0
2024-04-17,NORTH,GHCND:USW00003927,TMIN,71.0
2024-04-18,NORTH,GHCND:USW00003927,TMIN,63.0
2024-04-19,NORTH,GHCND:USW00003927,TMIN,59.0
2024-04-20,NORTH,GHCND:USW00003927,TMIN,48.0
2024-04-21,NORTH,GHCND:USW00003927,TMIN,51.0
2024-04-22,NORTH,GHCND:USW00003927,TMIN,46.0
2024-04-23,NORTH,GHCND:USW00003927,TMIN,57.0
2024-04-24,NORTH,GHCND:USW00003927,TMIN,65.0
2024-04-25,NORTH,GHCND:USW00003927,TMIN,70.0
2024-04-26,NORTH,GHCND:USW00003927,TMIN,69.0
2024-04-27,NORTH,GHCND:USW00003927,TMIN,69.0
2024-04-28,NORTH,GHCND:USW00003927,TMIN,62.0
2024-04-29,NORTH,GHCND:USW00003927,TMIN,64.0
2024-04-30,NORTH,GHCND:USW00003927,TMIN,67.0
2024-05-01,NORTH,GHCND:USW00003927,TMIN,69.0
2024-05-02,NORTH,GHCND:USW00003927,TMIN,65.0
2024-05-03,NORTH,GHCND:USW00003927,TMIN,68.0
2024-05-04,NORTH,GHCND:USW00003927,TMIN,67.0
2024-05-05,NORTH,GHCND:USW00003927,TMIN,65.0
2024-05-06,NORTH,GHCND:USW00003927,TMIN,71.0
2024-05-07,NORTH,GHCND:USW00003927,TMIN,73.0
2024-05-08,NORTH,GHCND:USW00003927,TMIN,73.0
2024-05-09,NORTH,GHCND:USW00003927,TMIN,65.0
2024-05-10,NORTH,GHCND:USW00003927,TMIN,63.0
2024-05-11,NORTH,GHCND:USW00003927,TMIN,65.0
2024-05-12,NORTH,GHCND:USW00003927,TMIN,64.0
2024-05-13,NORTH,GHCND:USW00003927,TMIN,65.0
2024-05-14,NORTH,GHCND:USW00003927,TMIN,64.0
2024-05-15,NORTH,GHCND:USW00003927,TMIN,64.0
2024-05-16,NORTH,GHCND:USW00003927,TMIN,65.0
2024-05-17,NORTH,GHCND:USW00003927,TMIN,63.0
2024-05-18,NORTH,GHCND:USW00003927,TMIN,68.0
2024-05-19,NORTH,GHCND:USW00003927,TMIN,72.0
2024-05-20,NORTH,GHCND:USW00003927,TMIN,73.0
2024-05-21,NORTH,GHCND:USW00003927,TMIN,76.0
2024-05-22,NORTH,GHCND:USW00003927,TMIN,72.0
2024-05-23,NORTH,GHCND:USW00003927,TMIN,71.0
2024-05-24,NORTH,GHCND:USW00003927,TMIN,72.0
2024-05-25,NORTH,GHCND:USW00003927,TMIN,69.0
2024-05-26,NORTH,GHCND:USW00003927,TMIN,76.0
2024-05-27,NORTH,GHCND:USW00003927,TMIN,74.0
2024-05-28,NORTH,GHCND:USW00003927,TMIN,64.0
2024-05-29,NORTH,GHCND:USW00003927,TMIN,70.0
2024-05-30,NORTH,GHCND:USW00003927,TMIN,66.0
2024-05-31,NORTH,GHCND:USW00003927,TMIN,66.0
2024-06-01,NORTH,GHCND:USW00003927,TMIN,65.0
2024-06-02,NORTH,GHCND:USW00003927,TMIN,68.0
2024-06-03,NORTH,GHCND:USW00003927,TMIN,70.0
2024-06-04,NORTH,GHCND:USW00003927,TMIN,69.0
2024-06-05,NORTH,GHCND:USW00003927,TMIN,68.0
2024-06-06,NORTH,GHCND:USW00003927,TMIN,69.0
2024-06-07,NORTH,GHCND:USW00003927,TMIN,75.0
2024-06-08,NORTH,GHCND:USW00003927,TMIN,78.0
2024-06-09,NORTH,GHCND:USW00003927,TMIN,76.0
2024-06-10,NORTH,GHCND:USW00003927,TMIN,76.0
2024-06-11,NORTH,GHCND:USW00003927,TMIN,73.0
2024-06-12,NORTH,GHCND:USW00003927,TMIN,73.0
2024-06-13,NORTH,GHCND:USW00003927,TMIN,74.0
2024-06-14,NORTH,GHCND:USW00003927,TMIN,74.0
2024-06-15,NORTH,GHCND:USW00003927,TMIN,74.0
2024-06-16,NORTH,GHCND:USW00003927,TMIN,78.0
2024-06-17,NORTH,GHCND:USW00003927,TMIN,78.0
2024-06-18,NORTH,GHCND:USW00003927,TMIN,75.0
2024-06-19,NORTH,GHCND:USW00003927,TMIN,74.0
2024-06-20,NORTH,GHCND:USW00003927,TMIN,78.0
2024-06-21,NORTH,GHCND:USW00003927,TMIN,76.0
2024-06-22,NORTH,GHCND:USW00003927,TMIN,77.0
2024-06-23,NORTH,GHCND:USW00003927,TMIN,79.0
2024-06-24,NORTH,GHCND:USW00003927,TMIN,78.0
2024-06-25,NORTH,GHCND:USW00003927,TMIN,79.0
2024-06-26,NORTH,GHCND:USW00003927,TMIN,82.0
2024-06-27,NORTH,GHCND:USW00003927,TMIN,78.0
2024-06-28,NORTH,GHCND:USW00003927,TMIN,80.0
2024-06-29,NORTH,GHCND:USW00003927,TMIN,81.0
2024-06-30,NORTH,GHCND:USW00003927,TMIN,82.0
2024-07-01,NORTH,GHCND:USW00003927,TMIN,83.0
2024-07-02,NORTH,GHCND:USW00003927,TMIN,82.0
2024-07-03,NORTH,GHCND:USW00003927,TMIN,81.0
2024-07-04,NORTH,GHCND:USW00003927,TMIN,81.0
2024-07-05,NORTH,GHCND:USW00003927,TMIN,73.0
2024-07-06,NORTH,GHCND:USW00003927,TMIN,71.0
2024-07-07,NORTH,GHCND:USW00003927,TMIN,78.0
2024-07-08,NORTH,GHCND:USW00003927,TMIN,74.0
2024-07-09,NORTH,GHCND:USW00003927,TMIN,71.0
2024-07-10,NORTH,GHCND:USW00003927,TMIN,76.0
2024-07-11,NORTH,GHCND:USW00003927,TMIN,76.0
2024-07-12,NORTH,GHCND:USW00003927,TMIN,76.0
2024-07-13,NORTH,GHCND:USW00003927,TMIN,76.0
2024-07-14,NORTH,GHCND:USW00003927,TMIN,77.0
2024-07-15,NORTH,GHCND:USW00003927,TMIN,78.0
2024-07-16,NORTH,GHCND:USW00003927,TMIN,81.0
2024-07-17,NORTH,GHCND:USW00003927,TMIN,79.0
2024-07-18,NORTH,GHCND:USW00003927,TMIN,74.0
2024-07-19,NORTH,GHCND:USW00003927,TMIN,74.0
2024-07-20,NORTH,GHCND:USW00003927,TMIN,72.0
2024-07-21,NORTH,GHCND:USW00003927,TMIN,71.0
2024-07-22,NORTH,GHCND:USW00003927,TMIN,74.0
2024-07-23,NORTH,GHCND:USW00003927,TMIN,73.0
2024-07-24,NORTH,GHCND:USW00003927,TMIN,72.0
2024-07-25,NORTH,GHCND:USW00003927,TMIN,75.0
2024-07-26,NORTH,GHCND:USW00003927,TMIN,73.0
2024-07-27,NORTH,GHCND:USW00003927,TMIN,73.0
2024-07-28,NORTH,GHCND:USW00003927,TMIN,75.0
2024-07-29,NORTH,GHCND:USW00003927,TMIN,79.0
2024-07-30,NORTH,GHCND:USW00003927,TMIN,78.0
2024-07-31,NORTH,GHCND:USW00003927,TMIN,79.0
2024-08-01,NORTH,GHCND:USW00003927,TMIN,76.0
2024-08-02,NORTH,GHCND:USW00003927,TMIN,77.0
2024-08-03,NORTH,GHCND:USW00003927,TMIN,73.0
2024-08-04,NORTH,GHCND:USW00003927,TMIN,77.0
2024-08-05,NORTH,GHCND:USW00003927,TMIN,77.0
2024-08-06,NORTH,GHCND:USW00003927,TMIN,77.0
2024-08-07,NORTH,GHCND:USW00003927,TMIN,79.0
2024-08-08,NORTH,GHCND:USW00003927,TMIN,81.0
2024-08-09,NORTH,GHCND:USW00003927,TMIN,78.0
2024-08-10,NORTH,GHCND:USW00003927,TMIN,75.0
2024-08-11,NORTH,GHCND:USW00003927,TMIN,81.0
2024-08-12,NORTH,GHCND:USW00003927,TMIN,80.0
2024-08-13,NORTH,GHCND:USW00003927,TMIN,81.0
2024-08-14,NORTH,GHCND:USW00003927,TMIN,81.0
2024-08-15,NORTH,GHCND:USW00003927,TMIN,81.0
2024-08-16,NORTH,GHCND:USW00003927,TMIN,83.0
2024-08-17,NORTH,GHCND:USW00003927,TMIN,82.0
2024-08-18,NORTH,GHCND:USW00003927,TMIN,81.0
2024-08-19,NORTH,GHCND:USW00003927,TMIN,83.0
2024-08-20,NORTH,GHCND:USW00003927,TMIN,83.0
2024-08-21,NORTH,GHCND:USW00003927,TMIN,78.0
2024-08-22,NORTH,GHCND:USW00003927,TMIN,79.0
2024-08-23,NORTH,GHCND:USW00003927,TMIN,82.0
2024-08-24,NORTH,GHCND:USW00003927,TMIN,80.0
2024-08-25,NORTH,GHCND:USW00003927,TMIN,78.0
2024-08-26,NORTH,GHCND:USW00003927,TMIN,78.0
2024-08-27,NORTH,GHCND:USW00003927,TMIN,77.0
2024-08-28,NORTH,GHCND:USW00003927,TMIN,75.0
2024-08-29,NORTH,GHCND:USW00003927,TMIN,77.0
2024-08-30,NORTH,GHCND:USW00003927,TMIN,75.0
2024-08-31,NORTH,GHCND:USW00003927,TMIN,76.0
2024-09-01,NORTH,GHCND:USW00003927,TMIN,76.0
2024-09-02,NORTH,GHCND:USW00003927,TMIN,76.0
2024-09-03,NORTH,GHCND:USW00003927,TMIN,71.0
2024-09-04,NORTH,GHCND:USW00003927,TMIN,68.0
2024-09-05,NORTH,GHCND:USW00003927,TMIN,73.0
2024-09-06,NORTH,GHCND:USW00003927,TMIN,73.0
2024-09-07,NORTH,GHCND:USW00003927,TMIN,67.0
2024-09-08,NORTH,GHCND:USW00003927,TMIN,63.0
2024-09-09,NORTH,GHCND:USW00003927,TMIN,59.0
2024-09-10,NORTH,GHCND:USW00003927,TMIN,64.0
2024-09-11,NORTH,GHCND:USW00003927,TMIN,72.0
2024-09-12,NORTH,GHCND:USW00003927,TMIN,70.0
2024-09-13,NORTH,GHCND:USW00003927,TMIN,70.0
2024-09-14,NORTH,GHCND:USW00003927,TMIN,75.0
2024-09-15,NORTH,GHCND:USW00003927,TMIN,74.0
2024-09-16,NORTH,GHCND:USW00003927,TMIN,72.0
2024-09-17,NORTH,GHCND:USW00003927,TMIN,73.0
2024-09-18,NORTH,GHCND:USW00003927,TMIN,74.0
2024-09-19,NORTH,GHCND:USW00003927,TMIN,79.0
2024-09-20,NORTH,GHCND:USW00003927,TMIN,77.0
2024-09-21,NORTH,GHCND:USW00003927,TMIN,77.0
2024-09-22,NORTH,GHCND:USW00003927,TMIN,74.0
2024-09-23,NORTH,GHCND:USW00003927,TMIN,69.0
2024-09-24,NORTH,GHCND:USW00003927,TMIN,71.0
2024-09-25,NORTH,GHCND:USW00003927,TMIN,69.0
2024-09-26,NORTH,GHCND:USW00003927,TMIN,66.0
2024-09-27,NORTH,GHCND:USW00003927,TMIN,65.0
2024-09-28,NORTH,GHCND:USW00003927,TMIN,64.0
2024-09-29,NORTH,GHCND:USW00003927,TMIN,64.0
2024-09-30,NORTH,GHCND:USW00003927,TMIN,66.0
2024-10-01,NORTH,GHCND:USW00003927,TMIN,71.0
2024-10-02,NORTH,GHCND:USW00003927,TMIN,69.0
2024-10-03,NORTH,GHCND:USW00003927,TMIN,72.0
2024-10-04,NORTH,GHCND:USW00003927,TMIN,69.0
2024-10-05,NORTH,GHCND:USW00003927,TMIN,68.0
2024-10-06,NORTH,GHCND:USW00003927,TMIN,71.0
2024-10-07,NORTH,GHCND:USW00003927,TMIN,69.0
2024-10-08,NORTH,GHCND:USW00003927,TMIN,68.0
2024-10-09,NORTH,GHCND:USW00003927,TMIN,67.0
2024-10-10,NORTH,GHCND:USW00003927,TMIN,69.0
2024-10-11,NORTH,GHCND:USW00003927,TMIN,69.0
2024-10-12,NORTH,GHCND:USW00003927,TMIN,71.0
2024-10-13,NORTH,GHCND:USW00003927,TMIN,68.0
2024-10-14,NORTH,GHCND:USW00003927,TMIN,66.0
2024-10-15,NORTH,GHCND:USW00003927,TMIN,64.0
2024-10-16,NORTH,GHCND:USW00003927,TMIN,53.0
2024-10-17,NORTH,GHCND:USW00003927,TMIN,49.0
2024-10-18,NORTH,GHCND:USW00003927,TMIN,53.0
2024-10-19,NORTH,GHCND:USW00003927,TMIN,60.0
2024-10-20,NORTH,GHCND:USW00003927,TMIN,57.0
2024-10-21,NORTH,GHCND:USW00003927,TMIN,59.0
2024-10-22,NORTH,GHCND:USW00003927,TMIN,68.0
2024-10-23,NORTH,GHCND:USW00003927,TMIN,68.0
2024-10-24,NORTH,GHCND:USW00003927,TMIN,68.0
2024-10-25,NORTH,GHCND:USW00003927,TMIN,69.0
2024-10-26,NORTH,GHCND:USW00003927,TMIN,69.0
2024-10-27,NORTH,GHCND:USW00003927,TMIN,64.0
2024-10-28,NORTH,GHCND:USW00003927,TMIN,72.0
2024-10-29,NORTH,GHCND:USW00003927,TMIN,74.0
2024-10-30,NORTH,GHCND:USW00003927,TMIN,73.0
2024-10-31,NORTH,GHCND:USW00003927,TMIN,59.0
2024-11-01,NORTH,GHCND:USW00003927,TMIN,60.0
2024-11-02,NORTH,GHCND:USW00003927,TMIN,68.0
2024-11-03,NORTH,GHCND:USW00003927,TMIN,73.0
2024-11-04,NORTH,GHCND:USW00003927,TMIN,62.0
2024-11-05,NORTH,GHCND:USW00003927,TMIN,57.0
2024-11-06,NORTH,GHCND:USW00003927,TMIN,51.0
2024-11-07,NORTH,GHCND:USW00003927,TMIN,59.0
2024-11-08,NORTH,GHCND:USW00003927,TMIN,61.0
2024-11-09,NORTH,GHCND:USW00003927,TMIN,50.0
2024-11-10,NORTH,GHCND:USW00003927,TMIN,50.0
2024-11-11,NORTH,GHCND:USW00003927,TMIN,53.0
2024-11-12,NORTH,GHCND:USW00003927,TMIN,51.0
2024-11-13,NORTH,GHCND:USW00003927,TMIN,56.0
2024-11-14,NORTH,GHCND:USW00003927,TMIN,46.0
2024-11-15,NORTH,GHCND:USW00003927,TMIN,44.0
2024-11-16,NORTH,GHCND:USW00003927,TMIN,50.0
2024-11-17,NORTH,GHCND:USW00003927,TMIN,64.0
2024-11-18,NORTH,GHCND:USW00003927,TMIN,59.0
2024-11-19,NORTH,GHCND:USW00003927,TMIN,51.0
2024-11-20,NORTH,GHCND:USW00003927,TMIN,45.0
2024-11-21,NORTH,GHCND:USW00003927,TMIN,38.0
2024-11-22,NORTH,GHCND:USW00003927,TMIN,44.0
2024-11-23,NORTH,GHCND:USW00003927,TMIN,43.0
2024-11-24,NORTH,GHCND:USW00003927,TMIN,58.0
2024-11-25,NORTH,GHCND:USW00003927,TMIN,44.0
2024-11-26,NORTH,GHCND:USW00003927,TMIN,37.0
2024-11-27,NORTH,GHCND:USW00003927,TMIN,52.0
2024-11-28,NORTH,GHCND:USW00003927,TMIN,41.0
2024-11-29,NORTH,GHCND:USW00003927,TMIN,33.0
2024-11-30,NORTH,GHCND:USW00003927,TMIN,36.0
2024-12-01,NORTH,GHCND:USW00003927,TMIN,36.0
2024-12-02,NORTH,GHCND:USW00003927,TMIN,37.0
2024-12-03,NORTH,GHCND:USW00003927,TMIN,35.0
2024-12-04,NORTH,GHCND:USW00003927,TMIN,50.0
2024-12-05,NORTH,GHCND:USW00003927,TMIN,36.0
2024-12-06,NORTH,GHCND:USW00003927,TMIN,31.0
2024-12-07,NORTH,GHCND:USW00003927,TMIN,43.0
2024-12-08,NORTH,GHCND:USW00003927,TMIN,45.0
2024-12-09,NORTH,GHCND:USW00003927,TMIN,46.0
2024-12-10,NORTH,GHCND:USW00003927,TMIN,40.0
2024-12-11,NORTH,GHCND:USW00003927,TMIN,34.0
2024-12-12,NORTH,GHCND:USW00003927,TMIN,38.0
2024-12-13,NORTH,GHCND:USW00003927,TMIN,52.0
2024-12-14,NORTH,GHCND:USW00003927,TMIN,51.0
2024-12-15,NORTH,GHCND:USW00003927,TMIN,48.0
2024-12-16,NORTH,GHCND:USW00003927,TMIN,55.0
2024-12-17,NORTH,GHCND:USW00003927,TMIN,51.0
2024-12-18,NORTH,GHCND:USW00003927,TMIN,42.0
2024-12-19,NORTH,GHCND:USW00003927,TMIN,36.0
2024-12-20,NORTH,GHCND:USW00003927,TMIN,39.0
2024-12-21,NORTH,GHCND:USW00003927,TMIN,33.0
2024-12-22,NORTH,GHCND:USW00003927,TMIN,38.0
2024-12-23,NORTH,GHCND:USW00003927,TMIN,55.0
2024-12-24,NORTH,GHCND:USW00003927,TMIN,52.0
2024-12-25,NORTH,GHCND:USW00003927,TMIN,51.0
2024-12-26,NORTH,GHCND:USW00003927,TMIN,52.0
2024-12-27,NORTH,GHCND:USW00003927,TMIN,45.0
2024-12-28,NORTH,GHCND:USW00003927,TMIN,54.0
2024-12-29,NORTH,GHCND:USW00003927,TMIN,47.0
2024-12-30,NORTH,GHCND:USW00003927,TMIN,49.0
2024-12-31,NORTH,GHCND:USW00003927,TMIN,43.0
2024-01-01,NORTH,GHCND:USW00003927,TMAX,47.0
2024-01-02,NORTH,GHCND:USW00003927,TMAX,49.0
2024-01-03,NORTH,GHCND:USW00003927,TMAX,56.0
2024-01-04,NORTH,GHCND:USW00003927,TMAX,58.0
2024-01-05,NORTH,GHCND:USW00003927,TMAX,53.0
